date,description,debit,credit,balance,transaction_type,reference
11/09/2026,FUEL PAYMENT,1968.04,0.0,97309.64,DEBIT,TXN000307
12/09/2026,METRO CARD RECHARGE,232.72,0.0,97076.92,DEBIT,TXN000308
15/09/2026,INTERNET BILL PAYMENT,1133.64,0.0,95943.28,DEBIT,TXN000309
16/09/2026,ELECTRICITY BILL PAYMENT,1438.45,0.0,94504.83,DEBIT,TXN000310
19/09/2026,NETFLIX SUBSCRIPTION,740.02,0.0,93764.81,DEBIT,TXN000311
21/09/2026,UPI SWIGGY FOOD,490.73,0.0,93274.08,DEBIT,TXN000312
22/09/2026,UPI RESTAURANT DINNER,1731.16,0.0,91542.92,DEBIT,TXN000313
25/09/2026,SALARY CREDIT,0.0,77161.82,168704.74,CREDIT,TXN000314
30/09/2026,AMAZON SHOPPING ORDER,5254.02,0.0,163450.72,DEBIT,TXN000315
01/10/2026,SALARY CREDIT,0.0,72456.66,86113.66,CREDIT,TXN000316
02/10/2026,UPI GROCERY BIGBASKET,4158.84,0.0,81954.82,DEBIT,TXN000317
04/10/2026,PHARMACY MEDICAL,590.27,0.0,81364.55,DEBIT,TXN000318
06/10/2026,UPI SWIGGY FOOD,309.63,0.0,81054.92,DEBIT,TXN000319
08/10/2026,PHARMACY MEDICAL,713.97,0.0,80340.95,DEBIT,TXN000320
09/10/2026,UPI GROCERY BIGBASKET,1775.71,0.0,78565.24,DEBIT,TXN000321
12/10/2026,MOBILE BILL PAYMENT,872.48,0.0,77692.76,DEBIT,TXN000322
19/10/2026,REFUND CREDIT,0.0,1455.17,79147.93,CREDIT,TXN000323
20/10/2026,AMAZON SHOPPING ORDER,900.72,0.0,78247.21,DEBIT,TXN000324
24/10/2026,AMAZON SHOPPING ORDER,568.99,0.0,77678.22,DEBIT,TXN000325
27/10/2026,CASHBACK CREDIT,0.0,140.49,77818.71,CREDIT,TXN000326
28/10/2026,UPI SWIGGY FOOD,261.36,0.0,77557.35,DEBIT,TXN000327
29/10/2026,MOBILE BILL PAYMENT,782.65,0.0,76774.7,DEBIT,TXN000328
30/10/2026,RENT PAYMENT,25097.01,0.0,51677.69,DEBIT,TXN000329
31/10/2026,UPI RESTAURANT DINNER,884.85,0.0,50792.84,DEBIT,TXN000330
01/11/2026,SALARY CREDIT,0.0,53707.74,70567.74,CREDIT,TXN000331
10/11/2026,RENT PAYMENT,17144.14,0.0,53423.6,DEBIT,TXN000332
11/11/2026,BOOKMYSHOW MOVIE,964.34,0.0,52459.26,DEBIT,TXN000333
12/11/2026,FREELANCE CREDIT,0.0,12311.19,64770.45,CREDIT,TXN000334
14/11/2026,REFUND CREDIT,0.0,1149.01,65919.46,CREDIT,TXN000335
15/11/2026,MOBILE BILL PAYMENT,1055.65,0.0,64863.81,DEBIT,TXN000336
16/11/2026,ELECTRICITY BILL PAYMENT,2796.26,0.0,62067.55,DEBIT,TXN000337
18/11/2026,UPI GROCERY BIGBASKET,3166.51,0.0,58901.04,DEBIT,TXN000338
19/11/2026,UPI RESTAURANT DINNER,1572.89,0.0,57328.15,DEBIT,TXN000339
20/11/2026,UPI RESTAURANT DINNER,1455.2,0.0,55872.95,DEBIT,TXN000340
21/11/2026,UPI GROCERY BIGBASKET,2736.02,0.0,53136.93,DEBIT,TXN000341
22/11/2026,NETFLIX SUBSCRIPTION,536.01,0.0,52600.92,DEBIT,TXN000342
24/11/2026,MOBILE BILL PAYMENT,717.24,0.0,51883.68,DEBIT,TXN000343
28/11/2026,PHARMACY MEDICAL,1074.73,0.0,50808.95,DEBIT,TXN000344
29/11/2026,SALARY CREDIT,0.0,90609.54,141418.49,CREDIT,TXN000345
01/12/2026,SALARY CREDIT,0.0,60123.67,91797.67,CREDIT,TXN000346
05/12/2026,PHARMACY MEDICAL,1086.77,0.0,90710.9,DEBIT,TXN000347
06/12/2026,PHARMACY MEDICAL,1845.93,0.0,88864.97,DEBIT,TXN000348
08/12/2026,ATM CASH WITHDRAWAL,3783.7,0.0,85081.27,DEBIT,TXN000349
09/12/2026,ATM CASH WITHDRAWAL,5147.3,0.0,79933.97,DEBIT,TXN000350
10/12/2026,UPI GROCERY BIGBASKET,1801.79,0.0,78132.18,DEBIT,TXN000351
13/12/2026,INTEREST CREDIT,0.0,306.04,78438.22,CREDIT,TXN000352
17/12/2026,UPI GROCERY BIGBASKET,2768.86,0.0,75669.36,DEBIT,TXN000353
18/12/2026,UPI GROCERY BIGBASKET,3345.2,0.0,72324.16,DEBIT,TXN000354
19/12/2026,SALARY CREDIT,0.0,80828.92,153153.08,CREDIT,TXN000355
20/12/2026,MOBILE BILL PAYMENT,807.28,0.0,152345.8,DEBIT,TXN000356
22/12/2026,METRO CARD RECHARGE,921.6,0.0,151424.2,DEBIT,TXN000357
23/12/2026,CASHBACK CREDIT,0.0,228.87,151653.07,CREDIT,TXN000358
26/12/2026,FREELANCE CREDIT,0.0,7675.97,159329.04,CREDIT,TXN000359
31/12/2026,ATM CASH WITHDRAWAL,1407.91,0.0,157921.13,DEBIT,TXN000360
